Incident_ID,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Shots-Fired Category ,Active_Shooter_FBI
20211001INBEI,01/10/2021,Fall,Ben Davis High School,Indianapolis,IN,High,Football Field/Track,Outside on School Property,No,Sport Event,21:00:00,Teen shot by another teen at the stadium gate during a football game,"An 18-year-old teen shot a 16-year-old teen need the gate to the football stadium. 5-6 shots were fired. Players ran off the field and the stands were evacuated. Game was televised and the shots could be heard on the TV broadcast. Police said neither were students at the school. Stadium had metal detectors, shooting occurred by the ticket office before the screening. The shooter fled and was chased by campus police. He was arrested near the campus. Shooter involved in two prior shootings in area and other violent incidents.",Illegal Activity,Victims Targeted,No,No,No,No,No,No,null,No,6.00,<10,No
20211001NCSEF,01/10/2021,Fall,Seventy-First High School,Fayetteville,NC,High,Parking Lot,Outside on School Property,No,Sport Event,22:00:00,Two teens shot in parking lot following football game,"A 19-year-old and 18-year-old were shot in the parking lot following the high school football game. A vehicle was also struck. Shooter fled. The following day, a 15-year-old was arrested for threating a mass shooting at the school in retaliation for the shooting. ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,Yes,No,null,>10,No
20211001NJCHC,01/10/2021,Fall,Cherry Hill West High School,Cherry Hill,NJ,High,Football Field/Track,Off School Property,No,Sport Event,20:45:00,Male fired 8 shots at the football stadium stands then fled,An unidentified male fired 8 shots from outside the stadium in the direction of the football stadium visitor side stands and then fled. No one was struck. Police recovered shell casings.,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,null,No,8.00,<10,No
20211001NCNOD,01/10/2021,Fall,Northern High School,Durham,NC,High,Football Field/Track,Outside on School Property,No,Sport Event,21:42:00,Vehicle drove onto grass near stadium and fired 10-15 shots as crowd was exiting,A vehicle drove onto the grass near the stadium exit and fired 10-15 shots as fans were exiting. A 17-year-old was wounded and multiple vehicle were struck. Shooter fled.,Drive-by Shooting,Random Shooting,null,No,No,No,No,No,null,No,15.00,>10,No
20211004PASCP,04/10/2021,Fall,School of the Future,Philadelphia,PA,High,Outside on School Property,Outside on School Property,No,Night,01:25:00,"Active shooter fled workplace shooting scene, shootout with police behind school","An adult male with a semi-auto rifle, handgun, and wearing body armor shot 2 coworkers at Center City Hospital. He fled on foot and was engaged by 4 officers behind the high school. Two officers were shot. Shooter was shot multiple times and transported in critical condition. School was switched to virtual learning due to shooting. ",null,Both,No,No,No,No,No,null,No,No,100.00,>10,Yes
20211004OHWOT,04/10/2021,Fall,Woodward High School,Toledo,OH,High,Off School Property,Off School Property,No,After School,16:30:00,"Student shot across the street, ran to school for assistance",A 17-year-old student was with a group of student in the parking lot across from the high school when he was shot. The shooter fled. The student ran to the school for assistance. Teachers and staff still at the school locked down the building. Police and EMS responded to the school and the student was transported to the hospital. ,null,null,No,No,No,No,No,No,null,No,null,>10,No
20211004ILLAC,04/10/2021,Fall,Lakeview High School,Chicago,IL,High,Parking Lot,Outside on School Property,null,null,,Shots fired in school parking lot,CCTV footage shows more than 12 shots fired in the school parking lot. No other information available.,null,null,null,No,No,No,No,No,null,No,12.00,>10,No
20211004NMSAS,04/10/2021,Winter,Santa Fe Indian School,Santa Fe,NM,45266,Outside on School Property,Outside on School Property,Yes,null,,"Man fired shots and attempted to steal vehicles, arrested on school property",A wanted felon committed multiple crimes in a 12 hour period. He was arrested on school property after firing multiple times and attempting to steal vehicles. Charged for a murder the day prior and 13 other felonies. No students injured. ,Illegal Activity,Random Shooting,No,No,No,No,No,No,No,No,null,>10,No
20211005NDHEH,05/10/2021,Fall,Hettinger Public School,Hettinger,ND,K-12,Classroom,Inside School Building,Yes,Morning Classes,09:39:00,Student walked into classroom and shot self in front of the class,A student walked into a classroom and shot him/herself in front of the class. School was locked down and then dismissed. Classes cancelled the following day.,Suicide/Attempted,Victims Targeted,No,No,No,No,null,No,No,No,1.00,<5,No
20211005NCGAC,05/10/2021,Fall,Garinger High School,Charlotte,NC,High,Front of School,Outside on School Property,Yes,Morning Classes,07:00:00,"Student fired shot at vehicle and then ran inside the school, lockdown, gun recovered",A teenage student fired shots at a vehicle on the street in front of the school. Shot may have been fired from the vehicle at the student. The shooter then ran into the school. The school was locked down and search by police. Police recovered a loaded handgun and 2 magazines. Student was arrested.,Drive-by Shooting,Victims Targeted,Yes,null,No,No,No,No,null,No,null,>10,No
20211006TXTIA,06/10/2021,Fall,Timberview High School,Arlington,TX,High,Classroom,Inside School Building,Yes,Morning Classes,09:15:00,Shots fired during fight inside a classroom,"Shots were fired by an 18-year-old student during a fight inside the classroom. Shooter was in a classroom when another student, 15-year-old male, walked in and started to fight with the shooter, witnesses said, according to an arrest warrant affidavit supporting shooters’ arrest. 15-year-old student was critically injured. A 25-year-old teacher was shot in the back. A female student was grazed. A student also sustained a none gunshot injury. Four people were transported to the hospital. Shooter fled the scene and was arrested away from the school. School was placed on lockdown, searched by police, and students were evacuated from the building to an alternate location to reunite with parents. Police investigation showed no signs of bullying prior to the shooting. ",Escalation of Dispute,Both,No,No,No,No,No,No,No,No,6.00,<10,No
20211007PAANP,07/10/2021,Fall,Antonia Pantoja Charter School,Philadelphia,PA,K-8,Cafeteria,Both Inside/Outside,No,Night,,"Multiple shots broke windows of the cafeteria, bullets found inside","Multiple shots were fired at the school breaking windows during the night. When staff arrived in the morning, they reported the damage to police. Bullet fragments were recovered inside the school.",Intentional Property Damage,Neither,null,No,No,No,No,No,null,No,null,>10,No
20211007DCWAW,07/10/2021,Fall,Walkins Elementary School,Washington,DC,Elementary,Football Field/Track,Outside on School Property,No,Sport Event,21:47:00,Man shot following flag football game,"A 26-year-old man was fatally shot at the end of a flag football game on the school field. There was an argument at the end of the game and an unidentified man went to his bag, pulled out a gun, and shot the victim in front of his family members. Neighbors reported hearing 12 shots fired. The shooter fled in a vehicle. Youth football practice ended 1 hour before the shooting. A letter was sent to parent of students at the school explaining the situation. ",Escalation of Dispute,Victims Targeted,null,No,No,No,No,No,null,No,12.00,>10,No
20211007TXEAW,07/10/2021,Fall,East Chambers High School,Winnie,TX,High,Football Field/Track,Outside on School Property,No,Sport Event,20:00:00,Teen girl hit by stray bullet,A female teen student was sitting in the stands at a football game when she was struck in the leg by a bullet. She did not realize it was a gun shot and no one hear the sound of a gun fire. She was taken to the hospital where they realized the nature of the injury. Police said the bullet was likely fired into the air away from the stadium.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,null,>10,No
20211007NCEAD,07/10/2021,Fall,Eastway Elementary School,Durham,NC,Elementary,Parking Lot,Outside on School Property,No,After School,16:30:00,Man found dead in vehicle in the school parking lot,"A 39-year-old man was found dead (suicide) in a vehicle in the school parking lot. Students had already dismissed. Police said the vehicle had been parked for at least a day before the body was discovered. The man was wanted for a homicide and Newport News, VA and considered ""armed and dangerous"". Unknown why the man parked at the school.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,No
20211008OKCOC,08/10/2021,Fall,Comanche Middle School,Comanche,OK,Middle,Cafeteria,Outside on School Property,No,After School,16:30:00,"Student shot out glass door to cafeteria, staff member was inside","A student fired shots breaking the glass door to the cafeteria. School had dismissed, staff were still inside. A staff member inside the cafeteria took cover when the shots were fired. The student was arrested outside of the school. Motive unknown.",null,Random Shooting,No,No,No,No,No,No,No,null,null,>10,No
20211011ORROP,11/10/2021,Fall,Rosemary Anderson High School,Portland,OR,High,Off School Property,Off School Property,Yes,Morning Classes,09:00:00,"Teen student was shot at shopping center, to school for assistance",A teen student was shot at the shopping center across from the school. Ran to the school for assistance. School staff called 911 and student was transported to the hospital. ,null,null,No,No,No,No,No,No,null,No,null,>10,No
20211012ILWEC,12/10/2021,Fall,Wendell Phillips Academy High School,Chicago,IL,High,Entryway,Outside on School Property,Yes,Dismissal,14:30:00,SRO and student shot multiple times when they exited school at dismissal,"When the SRO opened the locked front door to the school at dismissal, a masked gunman fired 8 shots striking him 5 times and a 14-year-old student 3 times. The student was critically injured. Both were transported to the hospital. Shooter fled in a vehicle. School was locked down and students were released individually to their parents. Motive unknown. No suspect identified. ",null,Both,No,No,No,No,No,No,null,Yes,8.00,<10,No
20211012ARLIL,12/10/2021,Fall,Little Rock Central High School,Little Rock,AR,High,Front of School,Outside on School Property,Yes,Morning Classes,11:50:00,Multiple bullets struck school and broke an occupied classroom window,The school building was struck by multiple gunshots fired from one block down the street. One bullet broke the window of an occupied classroom. Students and staff heard multiple shots and believed there was an active shooter. School was locked down and dismissed. School switched to virtual classes the following day. Police said the shooting did not target the school. Shots were fired from a vehicle that fled the area. No injuries to students or staff.,Drive-by Shooting,Random Shooting,null,No,No,No,No,No,null,No,null,>10,No
20211012OKUNT,12/10/2021,Fall,Union High School,Tulsa,OK,High,Front of School,Outside on School Property,Yes,Dismissal,14:30:00,Student fired plastic projectile gun at group of students and staff waiting for the buses,"A student in a vehicle fired a plastic projectile gun at 12 students and 2 staff members who were waiting for the buses in front of the school. Police described the weapon as a fully automatic gel projectile weapon. Students were evaluated by the school nurse and did not have any injuries. Police were called for a shooting at the school. Both students (driver and shooter) were detained and suspended, but no charges were filed. The plastic gun was purchased at the fair. ",Drive-by Shooting,Random Shooting,Yes,No,No,No,No,No,No,No,null,>10,No
20211012MIELK,12/10/2021,Fall,El Sol Academy,Kalamazoo,MI,Elementary,Parking Lot,Outside on School Property,No,After School,16:00:00,Group of teens was shot by a masked gunman,"A group of teens walking near the gate to the school parking lot were shot at by a masked gunman. 15-year-old and 17-year-old were shot, one critical condition. Neither of the victims were students at the school. Gunman fled. ",null,Victims Targeted,No,No,No,No,No,No,null,null,null,>10,No
20211013ILMCC,13/10/2021,Fall,McDade Classical Elementary School,Chicago,IL,Elementary,Front of School,Outside on School Property,Yes,School Start,08:39:00,"28 shots fired from a vehicle, multiple bullets hit school building","As the school was opening, 28 shots were fired from a passing vehicle and multiple bullets hit the school building. Multiple bullets hit the cafeteria windows. School was locked down. No injuries to students or staff.",Drive-by Shooting,Random Shooting,null,No,No,No,No,No,null,No,28.00,>10,No
20211013PACHD,13/10/2021,Fall,Charles Kelly Elementary,Drexel Hill,PA,Elementary,School Bus,School Bus,Yes,School Start,08:00:00,Two students shot 4 classmates with pellet gun,"A 4th grade student with a pellet gun shot 3 students at the bus stop with a pellet gun. The students all got on the school bus and the student fired at a 4th victim. The student then passed the pellet gun to a 2nd student who fired at the 4th victim again. The bus driver was notified about the weapon, took it away, and drove to the school. Police and parents were notified. Both students who fired the gun were suspended. ",Indiscriminate Shooting,Both,Yes,No,No,No,No,No,No,No,null,>10,No
20211014MEREP,14/10/2021,Fall,Reiche Community School,Portland,ME,Elementary,Playground,Outside on School Property,No,Night,23:15:00,Person shot on the school playground,"At 11:15PM, police were called for shots fired near the school and did not find anything. The following morning, police were called for a shooting victim on the playground of the school. School held classes. Students were not allowed on the playground until the investigation was concluded. Person shot was not affiliated with the school.",null,Victims Targeted,No,No,No,No,No,No,null,No,null,>10,No
20211015ALWIM,15/10/2021,null,Williamson High School,Mobile,AL,45266,Football Field/Track,Outside on School Property,No,Sport Event,21:56:00,4 shot inside the football stadium during game,"4 people were shot in the concourse of the stadium during the 4th quarter of the high school football game. The PA announcer told fans to take cover and defend themselves. Players evacuated the field. The remainder of the game was cancelled. Shooter and second suspect fled the area in a vehicle. Two victims were transported to the hospital, one in critical condition. The stadium has metal detectors at the gates following 9 people shot in 2019.",null,Both,Yes,No,No,No,No,No,null,No,null,>10,No
20211015CAKEF,15/10/2021,Fall,Kepler Community School,Fresno,CA,Elementary,Playground,Outside on School Property,Yes,Morning Classes,10:20:00,Gym teacher talked down man with gun on school playground,"A 33-year-old male was involved in a shooting inside a home near the campus where he threatened to kill 4 people. He then walked onto the school playground and was told to leave the campus by the gym teacher (retired police officer). The man refused to leave and showed the teacher a gun he was holding in his pocket. After a 45 minute standoff, the man surrendered to police. No shots were fired. School was locked down during the incident. ",Hostage/Standoff,Neither,No,No,No,No,No,No,No,No,0.00,<5,No
20211017ARROR,17/10/2021,null,Rogers High School,Rogers ,AR,High,Football Field/Track,Outside on School Property,No,Evening,20:05:00,Man fired 16 shots at stadium press box,"A 28-year-old male fired 16 shots at the stadium press box causing $30,000 in damage. Stadium was empty at the time of the shooting. He was identified and pulled over in a vehicle after leaving the school. He was arrested and police found multiple rifles and ammunition inside his van. Involved in a dispute prior to the shooting when a gun store did not allow him to purchase another weapon. He fired 4 shots outside the store before going to the high school. Charged with multiple felonies and held without bond. ",Intentional Property Damage,Neither,No,No,No,No,No,No,No,No,16.00,>10,No
20211018PALIP,18/10/2021,Fall,Lincoln High School,Philadelphia,PA,High,Field (General),Outside on School Property,Yes,Dismissal,14:45:00,Brother of student fired 15 shots at group of students during fight,"At dismissal, a 21-year-old male (brother of a student), fired 5 shots at a group of students involved in a fight outside the school. One shot fatally struck a 66-year-old male in a vehicle who crashed through a fence onto the school's athletic field. Two police officers witnessed the shooting and arrested the shooter.",Escalation of Dispute,Both,No,No,No,No,No,No,null,No,15.00,>10,No
20211021GABES,21/10/2021,Fall,Bethesda Academy,Savannah,GA,45266,Parking Lot,Outside on School Property,No,Evening,19:00:00,Man fired shots at occupied vehicles in the school parking lot,"A 33-year-old man fired shots at random occupied vehicles in the school parking lot. When police arrived, he fired more shots at other vehicles. Police arrested him. One person was injured by broken glass. Police said the shooting was random and the man has no connection to the school. Prior arrests for domestic violence, battery, and false imprisonment. ",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,No,null,>10,Yes
20211021NYPSB,21/10/2021,Fall,P. S. 65 Mother Hale Academy,Bronx,NY,Elementary,Beside Building,Outside on School Property,Yes,Dismissal,14:00:00,Shot fired during argument between two men,Man was shot in the leg outside of the school during an argument between two men. Students were dismissing when the shooting occurred. Shooter fled and was arrested a few blocks away.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,No
20211022PAPHP,22/10/2021,Fall,Philadelphia Learning Academy South,Philadelphia,PA,High,Gym,Inside School Building,Yes,Afternoon Classes,13:00:00,Student shot himself in the leg in the gym,"An 18-year-old student shot himself in the leg inside the gym. 30 students were present at the time of the shooting. Unclear of the circumstances that lead up to the shooting. Police responded for an active shooter and searched the school for the weapon. The weapon was located off campus, unclear who took the the weapon there. The student who shot himself was transported to the hospital. The school has metal detectors. Police believe the student's ankle monitor activated the metal detector and then staff did not search him for a weapon.",Accidental,Neither,Yes,No,No,No,No,No,null,No,1.00,<5,No
20211026MSCAN,26/10/2021,Fall,Cathedral School,Natchez,MS,K-12,Classroom,Outside on School Property,Yes,Morning Classes,09:20:00,Shot fired from shotgun broke occupied classroom window,A shell fired from a shotgun broke an occupied classroom window. School went on lockdown. None of the students or staff in the classroom were injured. Police believe the shot was unintentional and fired away from the school. ,Accidental,Neither,No,No,No,No,No,No,No,No,1.00,<5,No
20211026ILWIC,26/10/2021,null,Jose de Diego Community Academy,Chicago,IL,K-12,Front of School,Outside on School Property,No,After School,15:46:00,Two shots fired during fight between two men,"Two shots were fired in front of the school after students dismissed. Shooter fled. No one was struck by the gunshots. A man was hit with a baseball bat and refused treatment. A ""safe passage"" worker at the school witnessed the incident and called police. ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,2.00,<5,No
20211027SCCAS,27/10/2021,Fall,Calhoun County High School,St. Matthews,SC,High,Parking Lot,Outside on School Property,No,Evening,20:00:00,Student fired shots during fight following football game,"A 17-year-old student fired shots in the parking lot during a fight following a football game at the school. After the fight was broken up, the student went to his vehicle and retrieved a gun that he fired in the direction of multiple people involved in the fight. No one was struck. ",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,null,No,null,>10,No
20211030PASTM,30/10/2021,Fall,Sto Rox High School,McKees Rock,PA,High,Parking Lot,Outside on School Property,No,Sport Event,16:45:00,Man shot outside football stadium during dispute over parking,An adult male was shot during a dispute over parking outside the football stadium. The little league super bowl was being held at the stadium. 10-12 shots were fired. Police evacuated fans inside the stadium. Remainder of the game was cancelled. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,12.00,>10,No
20211102NMHIH,02/11/2021,Fall,Highland Middle School,Hobbs,NM,Middle,Parking Lot,Outside on School Property,Yes,Dismissal,15:00:00,12-year-old and friend shot at students outside the school with BB gun,"A 12-year-old male and his friend fired a BB rifle from an apartment building at students outside of the school across the street. Three students reported injuries. One student required surgery to remove a BB from his scalp. Both children charged as minors with aggravated battery. Mother charged with felon in possession of a firearm, three counts of child abuse and contributing to a delinquency of a minor.",Indiscriminate Shooting,Random Shooting,Yes,No,No,No,No,No,No,No,null,>10,No
20211125SCCEP,04/11/2021,Fall,Central High School,Pageland,SC,High,Outside on School Property,Outside on School Property,No,Night,,Multiple FFA goats and chickens shot,An unknown shooter killed multiple Future Farmers of America goats and chickens being raised by students at the school.,null,null,null,No,No,No,null,No,No,No,null,>10,No
20211106FLOVO,06/11/2021,Fall,Oviedo High School,Oviedo,FL,High,Gym,Inside School Building,No,School Event,22:00:00,Student brandish gun during fight at homecoming dance,Students evacuated the homecoming dance when they believed a gun had been fired. Police investigated and determined that no shots were fired. A student was charged with brandish a gun during a fight at the dance. A second student had been reported with a gun when he was detained entry to the dance but police did not find a weapon when they searched the person.,Escalation of Dispute,Neither,No,No,No,No,No,No,null,No,0.00,<5,No
20211108NYTHB,08/11/2021,Fall,Theodore Roosevelt High School,Bronx,NY,High,Front of School,Outside on School Property,Yes,Dismissal,14:40:00,Student shot at dismissal on sidewalk in front of school,A 17-year-old student was shot in the leg outside of the school during dismissal. The student was with a group of other students and was shot by a student inside an SUV. Multiple students were inside the vehicle. The shooter fled the scene.,Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,null,No,null,>10,No
20211109NMMEL,09/11/2021,Fall,Mesilla Valley Leadership Academy,Las Cruces,NM,null,Beside Building,Outside on School Property,Yes,Morning Classes,08:00:00,SWAT standoff after man crashed stolen police car into school,"A man with a knife stole an unmarked police car at the scene of a traffic stop. During a police pursuit, he crashed through a fence and into the side of the school building. School was in session and went on lockdown. The man stayed inside the vehicle and fatally shot himself after a 3.5 hour standoff with police. ",Hostage/Standoff,Neither,No,No,No,No,No,No,No,No,1.00,<5,No
20211110NYITI,10/11/2021,Fall,Ithaca High School,Ithaca,NY,High,School Bus,School Bus,No,Evening,18:30:00,"Door of school bus shot, driver not injured",Door of the school bus was shot while the driver was returning to the bus depot. No students were aboard the bus. The driver was not injured.,null,null,No,No,No,No,No,No,null,No,null,>10,No
20211115NYPOP,15/11/2021,Fall,Poughkeepsie High School,Poughkeepsie,NY,High,Front of School,Outside on School Property,Yes,Dismissal,15:15:00,Shots fired during fight in front of the school at dismissal,Multiple shots were fired in front of the school during a fight between students. Multiple students ran from the area. None of the students involved were shot. Vehicles parked in the faculty lot sustained damage. Police recovered multiple .380 shell casings and arrested a 13-year-old male student at his home with an empty .380 handgun. School closed the two days following the shooting to update the security plan. ,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,6.00,<10,No
20211116FLJAJ,16/11/2021,Fall,Jacksonville School Bus,Jacksonville,FL,null,School Bus,School Bus,Yes,Evening,18:00:00,Occupied school bus struck by bullets,A school bus with a driver and two students aboard was struck by bullets while driving in a residential street. The bus was caught in the crossfire and two adult men on the street were critically injured. The driver and students were not injured.,null,Both,null,No,No,No,No,No,null,No,null,>10,No
20211116NYPSB,16/11/2021,Fall,P.S. 44,Bronx,NY,Elementary,Front of School,Outside on School Property,Yes,Dismissal,14:15:00,Shots fired outside school at dismissal by adult male,A 45-year-old male fired multiple shot outside of the school at dismissal. One shot struck a vehicle. A NYPD Youth Coordination Officer assigned to the school detained the shooter. He was charged with multiple crimes including possession of a weapon at a school. ,null,Victims Targeted,No,No,No,No,No,No,null,No,null,>10,No
20211119MDGIB,18/11/2021,Fall,Gilmor Elementary School,Baltimore,MD,Elementary,Front of School,Outside on School Property,No,Evening,19:04:00,13-year-old girl shot outside of school,13-year-old girl was shot multiple times outside of elementary school and died at hospital. No other information available. ,null,Victims Targeted,null,No,No,No,No,null,null,No,null,>10,No
20211119COHIA,19/11/2021,Fall,Hinkley High School,Aurora,CO,High,Parking Lot,Outside on School Property,null,null,13:50:00,3 students shot in the school parking lot during fight,"3 teenage students were shot in the school parking lot. Shortly after the physical fight involving multiple teens, a white pickup truck with several people inside drove through the parking lot and people from inside it started shooting. There were numerous shell casings, of different calibers, that were found on scene. Armed school security officer returned fired and then applied a tourniquet to an injured student. Shooter fled. 4 days prior to the shooting, 6 students were shot in a park across the street from another Aurora High School.",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,null,No,null,>10,No
20211123OHCLC,23/11/2021,Fall,Cleveland School Bus,Cleveland,OH,null,School Bus,School Bus,Yes,Before School,07:30:00,Man robbed school bus driver at gunpoint,A adult male robbed a school bus driver at gunpoint as he started the morning route. No students were on the bus during the robbery.,Illegal Activity,Neither,No,No,No,No,No,No,No,No,null,>10,No
20211124ILTHH,24/11/2021,Fall,Thornton Township High School,Harvey,IL,High,Front of School,Outside on School Property,Yes,Dismissal,15:00:00,Shots fired outside school at dismissal,Shots were fired outside the school at dismissal. Staff and students ran back into the building to take cover. No injuries. ,null,null,No,No,No,No,No,No,null,No,null,>10,No
20211126CAWES,26/11/2021,Fall,Westmount High School,San Jose,CA,High,Parking Lot,Outside on School Property,No,Sport Event,21:00:00,"Two men shot in the parking lot during playoff football game, stadium evacuated","Rival schools (St. Francis and Serra high schools) were playing a playoff football game at West Mount High School. With 2:00 left in the game, shots were fired in the parking lot injuring 2 adult men. Fans believed an active shooter was in the stadium and evacuated. Players ran off the field when the shots were fired. After an all clear was given, the end of the game resumed. Shooter fled.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,null,No,null,>10,No
20211129AZCHP,29/11/2021,Fall,Cesar Chavez High School,Phoenix,AZ,High,Bathroom,Inside School Building,Yes,Afternoon Classes,15:00:00,Student shot during fight in bathroom,A 16-year-old male student was shot during a fight in the school bathroom. The shooter fled. School was locked down and police responded for an active shooter. Students were evacuated to an alternate location. School district announced backpacks will be banned until further notice following the shooting. ,Escalation of Dispute,Victims Targeted,No,No,No,No,null,No,No,No,null,>10,No
20211129ILWER,29/11/2021,Fall,West Middle School,Rockford,IL,Middle,Beside Building,Outside on School Property,No,After School,16:00:00,"Shot fired behind the school, 4 teens seen running away",Shots were fired behind the school. 4 teens were seen running away. No injuries reported. A teen was shot during a fight outside the school in August 2021.,null,null,No,No,No,No,No,No,null,No,null,>10,No
20211130MIOXO,30/11/2021,Fall,Oxford High School,Oxford,MI,High,Inside School Building,Inside School Building,Yes,Afternoon Classes,12:51:00,11 students shot during planned attack at school,"A 15-year-old male student fired 15-20 shots inside the high school killing 4 students, and injuring 6 students and 1 teacher. School went on lockdown and students barricaded classroom doors. Shooter was disarmed by police officer while walking out of bathroom and was not injured.",Indiscriminate Shooting,Both,No,No,No,No,null,No,No,Yes,20.00,>10,Yes
20211130OHWHW,30/11/2021,Fall,Whitehall Yearling High School,Whitehall,OH,High,Parking Lot,Outside on School Property,No,Evening,18:00:00,Teen shot himself while engaged in horseplay with two other teens,"An 18-year-old male shot himself in the leg while ""engaged in horseplay"" with a 13-year-old and 16-year-old. Shooting occurred in a school parking lot near the football field. Victim asked one of the other teens to hide the gun and claim the situation was a robbery.",Accidental,Neither,Yes,No,No,No,No,No,No,No,1.00,<5,No
20211130TNHUH,30/11/2021,Fall,Humboldt High School,Humboldt,TN,High,Gym,Inside School Building,No,School Event,20:30:00,3 people shot during high school basketball game,"Following an altercation, an 18-year-old male fired shot during a high school basketball game. An SRO responded and secured the scene. A 21-year-old male died at the scene. An 18-year-old male was transported in critical condition. Another person was treated and released. Shooter fled and turn himself in to police with his attorney the following day.",Escalation of Dispute,Both,No,No,No,No,No,No,null,No,null,>10,No
20211130CALOL,30/11/2021,Fall,Los Angeles School Bus,Los Angeles,CA,null,School Bus,School Bus,No,Evening,17:30:00,Back window of school bus shot out while driving,The back window of a school bus was shot out while driving. No students were on the bus. Police determined a BB gun was fired. Shooter fled.,Intentional Property Damage,Neither,No,No,No,No,No,No,No,No,null,>10,No
20211201TXSAP,01/12/2021,Winter,Sam Rayburn High School,Pasadena,TX,High,Football Field/Track,Outside on School Property,Yes,Morning Classes,11:00:00,Adult man robbed student at gunpoint and fired shot on the athletic field,"21-year-old male robbed a student at gunpoint during morning classes on the athletic field of the school. The shooter demanded the student's phone and when the student refused, he fired one shot. SRO responded, arrested the shooter, and recovered the phone. ",Illegal Activity,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,No
20211202WAGAS,02/12/2021,Winter,Garfield High School,Seattle,WA,High,Parking Lot,Outside on School Property,No,After School,16:30:00,30 shots fired in school parking lot during basketball practice,A teen shooter fired 30 shots in the parking lot of the high school. Basketball practice was occurring at the time of the shooting and the school was locked down. No injuries. Shooter fled. A bomb threat evacuated the school earlier in the day.,null,Both,No,No,No,No,null,No,null,No,30.00,>10,No
20211203ARBLB,03/12/2021,Winter,Blytheville High School,Blytheville,AR,High,Parking Lot,Outside on School Property,No,Night,21:15:00,Teen fired multiple shots at person inside vehicle in the parking lot,"A 19-year-old non-student fired multiple shots at another non-student inside a vehicle in the school parking lot. The shooter fled and was identified by CCTV footage, then arrested the next day. Targeted victim was not injured. Teen charged with terroristic act. Shooting related to a prior fight between shooter and victim.",Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,null,>10,No
20211206CAWIW,06/12/2021,Winter,Wilmington Park Elementary School,Wilmington,CA,Elementary,Playground,Outside on School Property,Yes,After School,16:46:00,9-year-old girl critically injured by stray shot while on school playground,"Two shooters fired multiple shots at a vehicle in front of the elementary school. A 13-year-old boy inside the vehicle was killed and 20-year-old woman was injured. A stray shot struck a 9-year-old female student on the playground of the school, critically injuring her.",null,Both,Yes,No,No,No,No,null,null,null,null,>10,No
20211206NYSUS,06/12/2021,Winter,Susan E. Wagner High School,Staten Island,NY,High,Front of School,Outside on School Property,Yes,Dismissal,15:00:00,Student waiting for bus was attacked and pistol whipped by 2 teens,A 16-year-old male student was waiting for a bus in front of the school when two teens got out of a vehicle and assaulted him. One teen brandished a handgun and pistol whipped the victim with it. Teens fled and were apprehended 1 mile away from the scene with handgun. Incident was captured on video. Initially reported as shots fired and school cancelled dismissal and locked down for 2 hours.,null,Victims Targeted,Yes,No,No,No,null,No,null,No,0.00,<5,No
20211207ILHAC,07/12/2021,Winter,Haines Elementary School,Chicago,IL,Elementary,Front of School,Off School Property,Yes,Lunch,12:30:00,Man shot multiple times in front of school,"While students were on the playground for recess, multiple shots were from from a vehicle at a 71-year-old man on the sidewalk in front of the school. The shooter exited the vehicle and shot the victim multiple times ""execution style"". Teachers moved students into the school and went into lockdown. Shooter fled the scene and were apprehended a short distance away. Shooting was captured on CCTV footage.",Illegal Activity,Victims Targeted,No,null,No,No,No,No,null,No,12.00,>10,No
20211208MOEWK,08/12/2021,Winter,Ewing Marion Kauffman School,Kansas City,MO,High,Parking Lot,Outside on School Property,No,Sport Event,20:30:00,Two teens shot in school parking lot during basketball game,Two teen were shot in the parking lot of the school while a high school basketball game was taking place inside. The victims were not students at the school. Shooter fled. An off-duty officer attending the game secured the scene.,null,null,null,No,No,No,No,No,null,No,null,>10,No
20211208KYSTL,08/12/2021,Winter,St. Matthews Elementary School,Louisville,KY,Elementary,Parking Lot,Outside on School Property,No,Night,21:30:00,Person inside a car was shot at several times in school parking lot,"Shooter approached a vehicle, fired multiple shots, and fled the area. Targeted victim driving was not injured. Vehicle was shot multiple times. Shooter fled in a vehicle. ",null,Victims Targeted,null,No,No,No,No,null,null,No,null,>10,No
