Incident_ID,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Shots-Fired Category ,Active_Shooter_FBI
20211210NCJEC,09/12/2021,Winter,Jesse C. Carson High,China Grove,NC,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,14:00:00,Target shooters struck vehicles in the school parking lot,Two men firing at targets behind the school struck 2 vehicles (one occupied) in the school parking lot. School went on lockdown. One shooter was arrested. No injuries.,Accidental,Neither,Yes,No,No,No,No,No,No,No,null,>10,No
20211209NYGRN,09/12/2021,Winter,Greater Oaks Charter School,New York,NY,Elementary,Front of School,Outside on School Property,Yes,Morning Classes,09:30:00,Bullet broke classroom window,Multiple shots were fired outside the school during dispute between 2 men. One bullet shattered a classroom window. School was open but students were not inside the classroom. No injuries. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,null,>10,No
20211210OHCAC,10/12/2021,Winter,Canal Winchester High School,Canal Winchester,OH,High,Field (General),Outside on School Property,No,Before School,05:50:00,Man fired shots at officers and fled across campus,"Officers responded to the school for a vehicle doing donuts on the athletic field. When officers approached, the adult male driver fired shot at them and then ran across the campus. Students had not arrived yet and school was cancelled. 3 hours later at 9:30am, police located the man hiding nearby and arrested him. Police reported the truck was stolen. ",Illegal Activity,Random Shooting,No,No,No,No,No,No,No,No,null,>10,No
20211211GAJOG,11/12/2021,Winter,Jones County High School,Gray,GA,High,Gym,Inside School Building,No,Sport Event,20:15:00,Shot fired in the gym during high school basketball game,A shot was fired in the gym during fight between teens at a high school basketball game. Gym was evacuated. No injuries. 4 teens were arrested in a vehicle in possession of a handgun and marijuana.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,1.00,<5,No
20211211FLEDL,11/12/2021,Winter,Edward A. Upthegrove Elementary School,LaBelle,FL,Elementary,Gym,Inside School Building,No,Sport Event,14:00:00,Shots fired in the school gym during youth basketball game,A shots were fired in the gym during a youth basketball game. Shooter fled the area. An adult was injured and refused to cooperate with police. Motive unknown.,null,Victims Targeted,No,No,No,No,No,null,null,No,null,>10,No
20211212NYSCR,12/12/2021,Winter,School No. 17,Rochester,NY,K-8,Playground,Outside on School Property,No,Evening,18:30:00,Adult male fatally shot during dispute on school playground,A 25-year-old man was fatally shot during a dispute with another man on the school playground. Shooter fled. The victim was transported to the hospital in a private vehicle. A 21-year-old male was arrested 2 days later and charged with murder.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,null,>10,No
20211213NCWEC,13/12/2021,Winter,West Charlotte High School,Charlotte,NC,High,Parking Lot,Outside on School Property,Yes,Dismissal,14:16:00,Shot fired during fight at dismissal,A teen student fired at shot at another student during a fight in the parking lot at dismissal. The fight was over a bookbag. Shooter fled and was arrested away from the school. No injuries. School switched to virtual learning the following day. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1.00,<5,No
20211213FLEAO,13/12/2021,Winter,East River High School,Orlando,FL,High,Parking Lot,Outside on School Property,Yes,Dismissal,15:00:00,Shot fired in the school parking lot during dismissal ,Shot fired in the school parking lot during dismissal. No injuries. Shooter fled. School went into lockdown and notified parents. Basketball game scheduled for later in the evening was cancelled. ,null,null,No,No,No,No,No,No,null,No,1.00,<5,No
20211214VAMEN,14/12/2021,Winter,Menchville High School,Newport News,VA,High,Parking Lot,Outside on School Property,No,School Event,20:40:00,Student fatally shot in school parking lot during basketball game,"A teenage student was fatally shot during a fight in the school parking lot during a high school basketball game. Teen had left the game early and was waiting outside next to a vehicle. He was spotted by a group of teens from a rival group and they jumped him. He was shot while trying to get into the vehicle. In addition to the gun used to shoot the victim, 2 guns were recovered from inside the car he was entering. ",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,Yes,No,null,>10,No
20211214WISOM,14/12/2021,Winter,South Division High School,Milwaukee,WI,High,Front of School,Outside on School Property,Yes,Lunch,11:30:00,Student fired shots into the air by the front door of the school,"According to the criminal complaint, a Milwaukee police officer was dispatched to South Division High School on Tuesday, Dec. 14. The officer spoke with a 40-year-old man who stated that a student, who he identified as Alexander, ""got into an argument in the school with another student. The defendant left the school without permission and called for a ride."" The complaint says when a vehicle arrived to pick up the defendant, Alexander ""retrieved a firearm from the vehicle and fired several rounds into the air. The defendant then fled from the scene."" When the principal approached the student, he fired multiple shots into the air. The principal and other students ran into the school and the building went on lockdown. School district later reported that the school did not go on lockdown. Shooter fled. No injuries. ",Escalation of Dispute,Neither,No,No,No,No,No,No,null,No,5.00,<5,No
20211216SCEAC,16/12/2021,Winter,Eau Claire High School,Columbia,SC,High,Parking Lot,Outside on School Property,Yes,Dismissal,15:00:00,Student fired shots during dismissal then fled,Police responded for ShotSpotter alert at the high school. A teen student fired shots in the parking lot during dismissal and fled. No injuries. Remaining students still inside the school were locked down. 15-year-old student arrested on 12/22 and charged with multiple felonies including attempted murder.,Escalation of Dispute,Victims Targeted,No,No,No,No,null,No,null,No,null,>10,No
20211216NYPSB,16/12/2021,Winter,P.S. 026 Jesse Owens,Brooklyn,NY,Elementary,Front of School,Outside on School Property,Yes,Morning Classes,08:55:00,Shots fired in front of school,An adult male fired multiple shots in front of the school and then fled the area. No students or staff were injured or involved.,null,null,No,No,No,No,No,No,null,No,null,>10,No
20211217TXWOD,17/12/2021,Fall,Woodrow Wilson Junior High,Dayton,TX,High,School Bus,School Bus,Yes,Dismissal,15:00:00,Student in vehicle pointed BB rifle at school bus causing panic aboard,,Drive-by Shooting,Neither,Yes,No,No,No,No,No,No,No,0.00,<5,No
20211229NCCAS,29/12/2021,Winter,Catawba College (high school tournament),Salisbury,NC,High,Gym,Inside School Building,No,Sport Event,20:15:00,Two teens shot during fight in entryway to gym,Two teens (both bystanders) were shot during a fight inside the entry lobby to the gym. A high school basketball tournament was being held in the gym of Catawba College. Game was between  North Rowan High School and West Rowan High School. Two teen shooters fled. 400 people were attending the game when the shooting occurred. College campus went on shelter-in-place status for 2.5 hours following the shooting. ,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,null,No,null,>10,No
20220103WACHP,03/01/2022,Winter,Childpeace Montessori School,Portland,OR,K-8,Front of School,Off School Property,Yes,Afternoon Classes,13:00:00,Shots fired from a vehicle in front of the school,An adult female fired two shots from a vehicle in front of the school while class was in session. Shooter fled the scene and was arrested a short distance away with a loaded handgun and ammunition. Charged with multiple felonies. ,Drive-by Shooting,Random Shooting,No,No,No,No,No,No,No,No,2.00,<5,No
20220103OHCOC,03/01/2022,Winter,Columbus School Bus,Columbus,OH,null,School Bus,School Bus,Yes,Before School,05:40:00,School bus struck by bullet while driving,A school bus was struck by a single bullet while driving to pickup students. The driver was the only person on the bus at the time of the shooting and was not injured. ,null,null,No,No,No,No,No,No,No,No,null,>10,No
20220104ILAUR,04/01/2022,Winter,Auburn High School,Rockford,IL,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,13:50:00,Two student shot inside vehicle in school parking lot by 2 other students,"A 17-year-old male and 17-year-old female student were seated inside a vehicle in the school parking lot. Another vehicle with a 17-year-old male, 16-year-old male, and 15-year-old male pulled up in front of them. The 16- and 17-year-old both pulled handguns and fired 5 shots at the vehicle striking both occupants. Shooter fled the scene in a vehicle and crashed during a police pursuit. The shooters ran from the vehicle and were found hiding in the surrounding area. Two handguns were recovered from the vehicle. ",null,Victims Targeted,Yes,No,No,No,No,No,No,No,5.00,<5,No
20220106CAFLS,06/01/2022,Winter,Florin High School,Sacramento,CA,High,Field (General),Outside on School Property,No,After School,15:40:00,Two students shot at the back gate to the school campus,Two 17-year-old students were shot during a fight that involved a dozen students at the back gate to the school campus. School had dismissed but remaining staff and students in the building locked down. Shooter fled the scene.,Escalation of Dispute,Both,No,No,No,No,No,No,null,No,null,>10,No
